"activity_desc"	"subject_ids"	"tBodyAcc-mean()-X"	"tBodyAcc-mean()-Y"	"tBodyAcc-mean()-Z"	"tBodyAcc-std()-X"	"tBodyAcc-std()-Y"	"tBodyAcc-std()-Z"	"tGravityAcc-mean()-X"	"tGravityAcc-mean()-Y"	"tGravityAcc-mean()-Z"	"tGravityAcc-std()-X"	"tGravityAcc-std()-Y"	"tGravityAcc-std()-Z"	"tBodyAccJerk-mean()-X"	"tBodyAccJerk-mean()-Y"	"tBodyAccJerk-mean()-Z"	"tBodyAccJerk-std()-X"	"tBodyAccJerk-std()-Y"	"tBodyAccJerk-std()-Z"	"tBodyGyro-mean()-X"	"tBodyGyro-mean()-Y"	"tBodyGyro-mean()-Z"	"tBodyGyro-std()-X"	"tBodyGyro-std()-Y"	"tBodyGyro-std()-Z"	"tBodyGyroJerk-mean()-X"	"tBodyGyroJerk-mean()-Y"	"tBodyGyroJerk-mean()-Z"	"tBodyGyroJerk-std()-X"	"tBodyGyroJerk-std()-Y"	"tBodyGyroJerk-std()-Z"	"tBodyAccMag-mean()"	"tBodyAccMag-std()"	"tGravityAccMag-mean()"	"tGravityAccMag-std()"	"tBodyAccJerkMag-mean()"	"tBodyAccJerkMag-std()"	"tBodyGyroMag-mean()"	"tBodyGyroMag-std()"	"tBodyGyroJerkMag-mean()"	"tBodyGyroJerkMag-std()"	"fBodyAcc-mean()-X"	"fBodyAcc-mean()-Y"	"fBodyAcc-mean()-Z"	"fBodyAcc-std()-X"	"fBodyAcc-std()-Y"	"fBodyAcc-std()-Z"	"fBodyAcc-meanFreq()-X"	"fBodyAcc-meanFreq()-Y"	"fBodyAcc-meanFreq()-Z"	"fBodyAccJerk-mean()-X"	"fBodyAccJerk-mean()-Y"	"fBodyAccJerk-mean()-Z"	"fBodyAccJerk-std()-X"	"fBodyAccJerk-std()-Y"	"fBodyAccJerk-std()-Z"	"fBodyAccJerk-meanFreq()-X"	"fBodyAccJerk-meanFreq()-Y"	"fBodyAccJerk-meanFreq()-Z"	"fBodyGyro-mean()-X"	"fBodyGyro-mean()-Y"	"fBodyGyro-mean()-Z"	"fBodyGyro-std()-X"	"fBodyGyro-std()-Y"	"fBodyGyro-std()-Z"	"fBodyGyro-meanFreq()-X"	"fBodyGyro-meanFreq()-Y"	"fBodyGyro-meanFreq()-Z"	"fBodyAccMag-mean()"	"fBodyAccMag-std()"	"fBodyAccMag-meanFreq()"	"fBodyBodyAccJerkMag-mean()"	"fBodyBodyAccJerkMag-std()"	"fBodyBodyAccJerkMag-meanFreq()"	"fBodyBodyGyroMag-mean()"	"fBodyBodyGyroMag-std()"	"fBodyBodyGyroMag-meanFreq()"	"fBodyBodyGyroJerkMag-mean()"	"fBodyBodyGyroJerkMag-std()"	"fBodyBodyGyroJerkMag-meanFreq()"
"11"	"SITTING"	16	-0.612135558034153	-0.61474908413224	-0.626497282300546	-0.613210625036066	-0.606560657586612	-0.601619441224044	-0.62064544337377	-0.622745756440984	-0.613873804248087	-0.617021816783142	-0.60841711839235	-0.621762675578989	-0.625789529796721	-0.635310933665301	-0.633743445312568	-0.627383289657377	-0.629321962055465	-0.634292671849727	-0.622209081789973	-0.600840799605273	-0.62276575949153	-0.613595756240164	-0.631024263032787	-0.606143044129836	-0.605166541994536	-0.620662410117213	-0.618391042139344	-0.615461236885519	-0.614065149991803	-0.609938917605464	-0.60227134960847	-0.596179822577596	-0.61233063795	-0.607609644227869	-0.592647684660109	-0.615365312485027	-0.622836855424317	-0.622327649418579	-0.61361337636612	-0.600297987526776	-0.602098061268306	-0.623647315508743	-0.631113618851093	-0.619650448337705	-0.628233842719071	-0.594633623443989	-0.616830014903552	-0.619032050906284	-0.641650144577869	-0.60738354825929	-0.602364863871585	-0.610640952452459	-0.606435237542896	-0.618171952714754	-0.616091091062568	-0.593391726868033	-0.606316286199454	-0.613849999053005	-0.615850642008443	-0.626023564420492	-0.622201886803005	-0.629540194569945	-0.636808217886339	-0.633258880569945	-0.606834596312022	-0.63402620485	-0.625743536878962	-0.609268087616749	-0.608091235898087	-0.598547794477596	-0.604752508042391	-0.604650808245355	-0.626397146990164	-0.637345822888798	-0.630402773631147	-0.597248441886066	-0.62336921893388	-0.606426563154372	-0.604023127942623
"12"	"SITTING"	17	-0.942908692490566	-0.938179592867925	-0.941157493584906	-0.941096210716981	-0.939166379169811	-0.937118283962264	-0.935954613358491	-0.933339519849057	-0.930390169554717	-0.935758696226415	-0.929367345671698	-0.934569091720755	-0.939642477079245	-0.943299332415094	-0.943283086350943	-0.945575336981132	-0.947400829132075	-0.946124115584906	-0.944406792716981	-0.944350577132075	-0.943985789584906	-0.937575290075472	-0.942493163049057	-0.945140034415094	-0.941803032716981	-0.938817751283019	-0.942324008716981	-0.941944430909434	-0.938234023698113	-0.944228184792453	-0.937684730501887	-0.940610146573585	-0.933113538256604	-0.932071479166038	-0.939333626943396	-0.938978236075472	-0.932217742184906	-0.929484743833962	-0.932544613015094	-0.937027837698113	-0.952443367283019	-0.947104120490566	-0.942850650415094	-0.945857977245283	-0.946089159260377	-0.944767046150943	-0.943034659811321	-0.944969368716981	-0.941316166566038	-0.937370505024528	-0.940082829773585	-0.940526953773585	-0.933986813856604	-0.939248587332076	-0.942135257237736	-0.943434472264151	-0.941623342641509	-0.939268747566038	-0.939174982981132	-0.936725412415094	-0.932054133962264	-0.938491793320755	-0.941055624792453	-0.939495653283019	-0.932159701849057	-0.936701738264151	-0.937603277584906	-0.944990947874717	-0.941540799781132	-0.937810669215094	-0.938275364	-0.940245895499245	-0.942092560818868	-0.945772323985283	-0.941604820418868	-0.931268252603774	-0.936012943928302	-0.934666196490566	-0.936751191622642
"13"	"STANDING"	17	-0.950223786019417	-0.954338914563107	-0.955797725339806	-0.954518426990291	-0.947954120776699	-0.931512642621359	-0.95516236776699	-0.965356845436893	-0.966514904174757	-0.951654242038835	-0.960350464271845	-0.957056869029126	-0.949144175728155	-0.94628681	-0.93194616	-0.951326088252427	-0.944577114563107	-0.952944403592233	-0.926080320194175	-0.942725157572815	-0.931391493398058	-0.926658641135922	-0.931844073106796	-0.937925059805825	-0.94664765631068	-0.937332993495146	-0.94021077407767	-0.937101275941748	-0.956092196893204	-0.952524479708738	-0.953133464631068	-0.951395088446602	-0.954167825242718	-0.938633650194175	-0.948564482815534	-0.95546236223301	-0.957086101747573	-0.936760620097087	-0.945217478932039	-0.931211202815534	-0.962587736893204	-0.947944222038835	-0.945529685048544	-0.948949339223301	-0.946232643300971	-0.949646905728155	-0.934908747864078	-0.943599037184466	-0.923305670097087	-0.959781686990291	-0.946787629650485	-0.952114825242718	-0.950433324271845	-0.950168815990291	-0.957748204660194	-0.949038368980582	-0.956341928058252	-0.955196274025243	-0.948387335825243	-0.939119422524272	-0.940404530776699	-0.950908065825243	-0.952239492427184	-0.943884352524272	-0.942074472718447	-0.951035929514563	-0.951896895145631	-0.95213244407767	-0.956283935339806	-0.943052501359223	-0.941718513786408	-0.935159199708738	-0.941204876213592	-0.943036023300971	-0.948181786893204	-0.950109795533981	-0.952498567669903	-0.942775558640777	-0.959685535436893
"14"	"STANDING"	19	-0.577226603016667	-0.572733863230972	-0.567294942829167	-0.557453384310833	-0.540602367878056	-0.556328332381389	-0.576788437411111	-0.593910634026389	-0.589465743033333	-0.582160410377778	-0.5978046207625	-0.593901381356111	-0.626556382597222	-0.627991878182222	-0.642304365766667	-0.634489420599444	-0.633103071995	-0.630939995548667	-0.602670445174167	-0.60629718762	-0.604030679674167	-0.603014925786389	-0.625045727006694	-0.622598926705556	-0.605327317846111	-0.605947409975556	-0.593236891001944	-0.583618224065556	-0.575874121795806	-0.570822025337778	-0.572042272294333	-0.566718257745556	-0.550534663992778	-0.565165326688333	-0.610963652544167	-0.613096386602778	-0.600471391534806	-0.5965034455775	-0.619215328406667	-0.608146551205833	-0.606438821513889	-0.600252048119444	-0.598408601289722	-0.614433715885833	-0.572891012180556	-0.580770786336111	-0.640002837137778	-0.633816592857778	-0.627038234752778	-0.607102833270556	-0.601720448211944	-0.6008668715725	-0.590813485826667	-0.591019719902694	-0.607271905366667	-0.563413189481111	-0.5797568148325	-0.570770505003333	-0.588573674713889	-0.591044269625	-0.607144004440833	-0.603494739322778	-0.599351038782778	-0.593036339046944	-0.607536993123194	-0.612474461920556	-0.598804712712778	-0.616928440494611	-0.609373195353333	-0.610062371273056	-0.618476160207222	-0.610033311886389	-0.607772545826944	-0.620477764627222	-0.606570546038611	-0.588764219808333	-0.570535441242417	-0.5836348797775	-0.592338105888889
"15"	"STANDING"	21	-0.550355960121078	-0.534276494037745	-0.531666918588726	-0.557765530142255	-0.560663604099826	-0.555216767469363	-0.514011320804412	-0.531447501004657	-0.504289409430637	-0.519856736290196	-0.542779342679657	-0.566683198210711	-0.549456218995721	-0.538297587814951	-0.523087717018137	-0.545113415923284	-0.541541859409804	-0.523515617396078	-0.534005026966422	-0.564590222122304	-0.570383596491667	-0.571023247725147	-0.565156313127451	-0.569019158061275	-0.542560672569657	-0.567493892374265	-0.540306935648039	-0.526131332984877	-0.549759288662917	-0.552775629631373	-0.546994939985539	-0.526329626595098	-0.553653388031005	-0.517938497222669	-0.530242195595098	-0.531282150740686	-0.505431049519583	-0.520413492076716	-0.523981966065196	-0.521860152154657	-0.539144388209191	-0.53187069106348	-0.509272007088725	-0.510719659091667	-0.515240828901961	-0.521834895335392	-0.551346009849853	-0.545037705674755	-0.552582805388235	-0.546996057593627	-0.551108914421078	-0.562091203572721	-0.558411581513235	-0.555263608352255	-0.562159611	-0.542717991003873	-0.563175999882843	-0.577753234481373	-0.522753049355784	-0.521916705047794	-0.52288261463799	-0.513236550033333	-0.507192698321324	-0.51814446118125	-0.527178600573529	-0.538569712474755	-0.569869857247892	-0.562297235916422	-0.557749393736912	-0.559105519845833	-0.547197525646495	-0.549884742924755	-0.557519457828677	-0.552329668920833	-0.580397217118137	-0.534095426955637	-0.530148490028407	-0.542144951083333	-0.567622757122549
"16"	"STANDING"	22	-0.181125490043302	-0.178132310194615	-0.178992970609657	-0.185739922793769	-0.19147869981215	-0.1791558087919	-0.172084722353583	-0.181558675853271	-0.191860324802274	-0.198302595767757	-0.193159351358255	-0.181686945387477	-0.243707907968847	-0.24123735124486	-0.235487090994673	-0.238403598866137	-0.248282246425234	-0.247089771626192	-0.229359408030716	-0.221503035379751	-0.216813554202056	-0.207931968780685	-0.212313718963738	-0.219955824504361	-0.20361835172243	-0.188879208290623	-0.172552158688162	-0.176094224443925	-0.178781474027103	-0.178110068906542	-0.197191022809346	-0.209824022940187	-0.222208833153271	-0.215473609096947	-0.214384785785888	-0.215932169461371	-0.242625805471059	-0.22889342558162	-0.221922959221184	-0.231201761651558	-0.220376701229907	-0.217817918705296	-0.221209506602181	-0.232958888534922	-0.230722672322773	-0.227183711899604	-0.229675703224299	-0.237587987453583	-0.237420037158567	-0.180588660680062	-0.181217351627259	-0.180582124246636	-0.181750559752025	-0.181661459551713	-0.19337230778567	-0.223692321738224	-0.216959878944237	-0.217791387112773	-0.202735732013832	-0.198642979950156	-0.196317271369439	-0.200454898719315	-0.198491708130187	-0.200887928015421	-0.208742260088847	-0.207339748516199	-0.202683907793769	-0.220556668044548	-0.230999209231028	-0.232466151576511	-0.228996661736231	-0.211043995771464	-0.213376696842212	-0.214195813482866	-0.213806960085639	-0.220104319467729	-0.220290722160748	-0.218443398208162	-0.208756877008723
"17"	"STANDING"	23	-0.233685118930914	-0.245605612284677	-0.241006215802554	-0.247422218794355	-0.235563616521801	-0.238431129291398	-0.236423733912392	-0.226521869152312	-0.236838791725	-0.263021810489409	-0.248592430764812	-0.248832635952366	-0.236766085070161	-0.25832463775871	-0.25192114131957	-0.258577752030108	-0.268779655391129	-0.255134498375188	-0.225188681174731	-0.237320374341129	-0.246653298196774	-0.240474997746715	-0.228222940071102	-0.225195517746505	-0.236560911794892	-0.229897073948387	-0.21302427114328	-0.238357138962016	-0.220597955080108	-0.214339545042473	-0.238528387267608	-0.237161533049731	-0.243373222641935	-0.25982696879086	-0.273902725963796	-0.259617372820968	-0.24146460531336	-0.261421527454839	-0.261280182259812	-0.256211302918548	-0.239655011776505	-0.246498866220188	-0.238468851084677	-0.243324026815591	-0.234810650889032	-0.239744342388441	-0.205314619082258	-0.230108978243898	-0.235293358947581	-0.220308973561075	-0.216154872773387	-0.227883657880376	-0.228652888022312	-0.220402622967043	-0.227636752490914	-0.26741847920457	-0.242635024251989	-0.218331835251613	-0.267175293991935	-0.244015950939785	-0.246450902269086	-0.250102961658548	-0.254811524326048	-0.233099864050806	-0.236666853410484	-0.229772164588172	-0.217359794426882	-0.222867696402634	-0.218662279273925	-0.247087154443312	-0.214147747341667	-0.223141903447312	-0.217025648588038	-0.235423405268011	-0.240693517010806	-0.220807873337151	-0.222844373084301	-0.22116830117086	-0.259989269707796
"18"	"STANDING"	25	-0.291037879924269	-0.287379373841228	-0.293304893016287	-0.290503693737135	-0.298261866589474	-0.289682530689766	-0.27387147818886	-0.27131515785848	-0.277488225666082	-0.278519347219006	-0.280131543806462	-0.28049804471462	-0.251862925745322	-0.26953266783307	-0.274477292677193	-0.281665858925234	-0.282691819404766	-0.272434157478947	-0.267218024378655	-0.269876051589386	-0.294689411905263	-0.294215476604386	-0.298778903897661	-0.294358673625439	-0.299119139179825	-0.299712454522807	-0.301689268867251	-0.286442651907865	-0.281703684559942	-0.301700522196199	-0.284274356300058	-0.28455969125731	-0.270664588270322	-0.271734630821637	-0.282905864522222	-0.28787347241845	-0.261761430727485	-0.26913335949386	-0.263283508175439	-0.271279279338596	-0.265862366485673	-0.265704792563743	-0.250696964584795	-0.254987085287719	-0.266510458517018	-0.25152304071462	-0.275531264897076	-0.273499246103801	-0.271708563446784	-0.298322598245614	-0.296964077471988	-0.280528770069883	-0.288084294480439	-0.284747758699415	-0.281391893024561	-0.259919588228509	-0.256280891921637	-0.258901083899415	-0.244254278454386	-0.246214025225146	-0.242139295257018	-0.249027341325731	-0.252554066927193	-0.261237678752047	-0.247271122426608	-0.251512970165205	-0.254546888384211	-0.290031926910819	-0.277528216076901	-0.288830867233041	-0.291821427154474	-0.289632216608187	-0.27633029967924	-0.280383507757602	-0.272804736517544	-0.267457643170175	-0.273181879558187	-0.278338504129591	-0.258962116235088
"19"	"WALKING"	2	-0.33198672195596	-0.322125953801656	-0.33875448084106	-0.342962966212252	-0.342132385407893	-0.336381455393709	-0.32938348468649	-0.33464190848755	-0.359904130411424	-0.364180995857616	-0.364188860002626	-0.369110335702384	-0.38932272855	-0.389674256123742	-0.385749297429103	-0.378890108449338	-0.381405337808278	-0.381512643209272	-0.379278125849371	-0.374236414568874	-0.373353480579729	-0.362553014572848	-0.365009348925166	-0.367477383995033	-0.346664146707649	-0.34585799977351	-0.345500338702649	-0.360023514946126	-0.349845507624205	-0.350842446726159	-0.352756950151325	-0.360325531252318	-0.351210420871523	-0.355796124504305	-0.340328710411821	-0.342237788209934	-0.356062566557086	-0.353099265228808	-0.379246915918543	-0.389612076583444	-0.384037922104305	-0.372201838272848	-0.375528459751987	-0.387534436497351	-0.383111850920199	-0.380879857021854	-0.370525264253311	-0.374547176385762	-0.378987027947682	-0.34531290449245	-0.33652489106947	-0.350011020857285	-0.353204426088411	-0.348784124619205	-0.344570785793377	-0.362161206785199	-0.346274610324503	-0.368210449953079	-0.357394830545695	-0.345317317053311	-0.349703354745364	-0.370432075416755	-0.364665470236887	-0.357697971816788	-0.377019358785762	-0.383015023688742	-0.369977127826457	-0.363276554739735	-0.354361650159272	-0.356682043100662	-0.344295905095033	-0.350859892270199	-0.368749513522517	-0.35002118948149	-0.339436949591722	-0.356504086230828	-0.366077888450331	-0.34470023032947	-0.366440566571523
"20"	"WALKING"	4	-0.109032885253943	-0.1276332587447	-0.124622133642902	-0.129722122923407	-0.143710721167413	-0.136144075028391	-0.138800770691798	-0.152519778546278	-0.149520457730899	-0.139301682488959	-0.151591564500315	-0.155384495007886	-0.144271234735331	-0.144091440280757	-0.142695456334385	-0.154360975732397	-0.142374466165931	-0.133815250845741	-0.135362526883312	-0.132515101594322	-0.118452207304827	-0.12572249070511	-0.117260934075174	-0.116006256072555	-0.118489737438107	-0.122517548086303	-0.132750566941325	-0.130625157615521	-0.137795385642145	-0.121445871113565	-0.152063312504732	-0.157746727458013	-0.166796936426498	-0.175737000595584	-0.18955933667571	-0.159451150405047	-0.135788680019022	-0.113832038762145	-0.179016640775394	-0.181352149677287	-0.150874339397924	-0.154799418835016	-0.151452771085804	-0.148333402111672	-0.156182708608517	-0.147706729421167	-0.131151924129905	-0.154031879295883	-0.169803013843218	-0.131568747995268	-0.144794697427445	-0.146484281875394	-0.151431147523344	-0.160199567984227	-0.16361865291429	-0.148426364888991	-0.143750702724921	-0.163449973342429	-0.159164186826814	-0.150467128664038	-0.160879397922082	-0.138591210565174	-0.147825793335016	-0.142617967845994	-0.154556344128391	-0.161493575797603	-0.144905286209148	-0.134853132006606	-0.120465079177886	-0.125074871882965	-0.126265664357098	-0.142397610139117	-0.156305482770221	-0.148488818395584	-0.14221611248123	-0.152491163097792	-0.125419811261514	-0.13635734766877	-0.134254269087066
"21"	"WALKING"	9	-0.278363939863715	-0.303841355327604	-0.305450097288542	-0.294519940234823	-0.295483391018156	-0.30139602881934	-0.354928254670139	-0.346839952537847	-0.341901809927431	-0.349457343091319	-0.348726285404097	-0.344322079615625	-0.338372976652997	-0.331207952418056	-0.316735661821944	-0.309410163854514	-0.312619213072222	-0.308564847195833	-0.264946341472222	-0.272176075440972	-0.271581676545139	-0.280037191968056	-0.280010233435139	-0.262855371167361	-0.260280030575347	-0.265242009163889	-0.273098567402778	-0.258005881052083	-0.260031967649306	-0.255779667566319	-0.293956860371528	-0.304594113575694	-0.296431558700694	-0.296551214290278	-0.351017960511888	-0.367169960213277	-0.338527499666667	-0.338171311649653	-0.315184879729688	-0.317689698369965	-0.291406198933056	-0.301643720250694	-0.290398814282292	-0.304406402634028	-0.323723624422917	-0.316046466200694	-0.261209990927431	-0.271915417233681	-0.287717023253125	-0.236199099795139	-0.248561283715278	-0.242638895177083	-0.2279841640625	-0.2331340998125	-0.234115794050347	-0.315671214119792	-0.313555801140278	-0.311039581186806	-0.312469500875	-0.327551596857986	-0.305577602177431	-0.319053644545486	-0.315973520277431	-0.318154490319444	-0.342971420719097	-0.317687876253472	-0.326210371540625	-0.254417243112847	-0.255971231222222	-0.230394597690972	-0.241819625749653	-0.239025483229167	-0.238699722490278	-0.240764393981597	-0.237788826810417	-0.246535121454861	-0.259537754373958	-0.253738261501389	-0.288365978958333
"22"	"WALKING"	10	-0.260455048383884	-0.255221941723742	-0.254804363830952	-0.273039871894731	-0.276161378553912	-0.242337079041497	-0.260018121771429	-0.271624725521769	-0.250851324440816	-0.236150600606939	-0.244871878553061	-0.263273020951497	-0.194062991247585	-0.22536047619068	-0.216475975875738	-0.227549106347959	-0.187652270402279	-0.190326026315	-0.238186996247585	-0.245003689517347	-0.238116955015442	-0.227501926594867	-0.226661920241156	-0.230631965765306	-0.266478921029932	-0.297707720629864	-0.279369561632313	-0.288531072704422	-0.281945376634014	-0.282490895565782	-0.225121747401497	-0.221373623884354	-0.251300482011803	-0.257482155083673	-0.233060707226054	-0.253086113846224	-0.24111926900085	-0.23099590021949	-0.22893201787449	-0.229122914093775	-0.226736867012687	-0.207199034579864	-0.21666671712898	-0.206677473347007	-0.229337010828061	-0.228373152255272	-0.263336637433412	-0.273861443625782	-0.244140542669728	-0.286581203027891	-0.266650698928912	-0.240610437890476	-0.245445428387755	-0.242034140590136	-0.26376235864983	-0.269743462207551	-0.274108999499041	-0.297993752221531	-0.247701784676395	-0.246263515172109	-0.251977552214388	-0.262079131538265	-0.246818662536871	-0.255703671761224	-0.228408380706599	-0.219931073005952	-0.241914361076871	-0.268310982436439	-0.253229156188776	-0.257181266375306	-0.271666583766054	-0.252554123687211	-0.244891117949694	-0.25369519542585	-0.255059203717007	-0.286317816153486	-0.276950530771088	-0.29892176752483	-0.285959992373027
"23"	"WALKING"	12	-0.151474490849375	-0.138784307693375	-0.137034251055469	-0.136448365215625	-0.128307002704656	-0.1500452066925	-0.16329282496	-0.162154347881562	-0.167465394844688	-0.148296520941719	-0.14639849219775	-0.163120905512219	-0.132374340905625	-0.1186069319555	-0.12040815647125	-0.127376946688125	-0.130017799179063	-0.12900848186125	-0.132299478684687	-0.12297087929125	-0.110286511336	-0.117827571602813	-0.114637375060313	-0.11197920149025	-0.137535111369375	-0.13107777721625	-0.112335280854687	-0.126980198535437	-0.128875200629687	-0.096922380035625	-0.12818517220125	-0.148630660015094	-0.138345264904563	-0.148853485190937	-0.121732195571094	-0.131024613095937	-0.12528702516125	-0.136145649563437	-0.132809599632531	-0.1327436350025	-0.131862259584375	-0.13063299411125	-0.129840334494375	-0.134013067348125	-0.131335097980625	-0.132991710520313	-0.114066209721875	-0.104564773918125	-0.122755989940937	-0.129734336840531	-0.122377717944375	-0.118602161360312	-0.108726069665313	-0.108953191067812	-0.117298784695313	-0.137798930317813	-0.139080016429375	-0.15515514429375	-0.144731479519875	-0.136141318684094	-0.124120786196562	-0.134752245686656	-0.147243878169688	-0.152569818069375	-0.126173628210812	-0.1275133539385	-0.133483646193125	-0.12064388179275	-0.118588230948125	-0.105472268580625	-0.10481384823675	-0.12373534184	-0.089552969273375	-0.120037936808125	-0.121791627785312	-0.115887921361906	-0.103416757223938	-0.111684968902188	-0.105544319194687
"24"	"WALKING"	13	-0.350975305373134	-0.354636573173682	-0.357649825450249	-0.350043551871144	-0.351596484462687	-0.353656580018408	-0.383917508746269	-0.38078211270204	-0.388753127564428	-0.394874523696517	-0.390897155371343	-0.382324871667164	-0.36384638420995	-0.349017006051343	-0.372718240931343	-0.352799301782587	-0.362022008946766	-0.383543066567562	-0.369814494672637	-0.378082338663682	-0.37125954598209	-0.376530932887065	-0.36595347790796	-0.361459882308856	-0.370854236699502	-0.367863137554478	-0.361536315783085	-0.353389194988557	-0.361736577259701	-0.373996604435323	-0.359124498690697	-0.355728762378109	-0.378293599926368	-0.382535496549751	-0.390343229756219	-0.401398528393532	-0.377392309852736	-0.368373000953483	-0.352598060483881	-0.36110124858806	-0.363186198693035	-0.37147687781005	-0.376694860652587	-0.373755375565672	-0.38590218658209	-0.376581111505473	-0.365364466350249	-0.368197315615423	-0.361399535712438	-0.370241735491542	-0.358414367714925	-0.359394395001891	-0.336984418480597	-0.327481590007413	-0.328577940946766	-0.356086114129353	-0.367332906430547	-0.344736799827363	-0.365932606418756	-0.374174161190547	-0.3694603476	-0.389402242840746	-0.404672460868657	-0.382622063890299	-0.36920918458607	-0.384891633883582	-0.38188573091194	-0.37301334596592	-0.369224084388507	-0.358743100956716	-0.352307817174627	-0.372271902288557	-0.335850297720846	-0.347324571954229	-0.357971344453731	-0.354385147913463	-0.351957514696517	-0.342733769269627	-0.341789717689552
"25"	"WALKING_DOWNSTAIRS"	1	-0.0797148772535714	-0.0330061846785714	0.0124940703714286	-0.000578650178571424	-0.00104917956785714	0.0633187000714286	0.0369151996928571	-0.0497887791428571	-0.0767005952178571	-0.0260099828214286	0.0123903936071429	0.0449609103928571	-0.0301528743928571	-0.0607419213571429	-0.0273350971071429	-0.0381734739285714	-0.0513741705285714	-0.0824336109892857	0.0338168735714286	-0.0664738945321428	-0.0287970801785714	0.100146833928571	0.06855035275	0.00929126177857142	0.095438540175	0.0414589523785714	0.0153719056428571	0.0161901481321429	-0.0217112066071429	0.0460668947857143	0.0567428766857143	0.0661942493607143	0.067679263825	0.0441943691785714	0.0446494728489286	0.0288193504107143	0.0977341189464286	0.0577882827857143	0.0257750493642857	0.0406047465714286	-0.0563611786325	-0.0597367891453571	-0.0141546073928571	0.00925966948928571	0.014727145975	-0.036661603975	-0.0329439820357143	0.0807480362857143	0.0546635734642857	0.0318605359535714	0.0667934649285714	0.0561409996821429	0.0668677433807143	0.0510012656678571	0.0653131189428571	-0.00153869445714286	0.0128433417678571	-0.0220099106035714	0.0768387408310714	0.0924312165714286	0.0492884392142857	0.0598510617642857	0.0563892274285714	0.0390222196428571	0.0935466347142857	0.144126083103571	0.111340781821429	0.0241157595	0.0108480665	-0.0480194521071429	0.0476750346428571	0.0248965438285714	0.00740251716428571	-0.0536380539285714	-0.0041953	-0.0774036360228571	0.0182304833392857	-0.0155314836785714	0.126591245642857
"26"	"WALKING_DOWNSTAIRS"	3	-0.515103774880352	-0.526100245294897	-0.531436273246628	-0.529960493791789	-0.53526933556129	-0.530497443585924	-0.54020031334868	-0.538706660504399	-0.535126535234897	-0.533266945182698	-0.531029669711144	-0.535834887421408	-0.547948927818182	-0.557465652455132	-0.563269289002346	-0.569855143326393	-0.559635502709384	-0.562293435742815	-0.539897866311437	-0.54367224622434	-0.543932743836364	-0.531218286276129	-0.536700654654545	-0.553381131040762	-0.535099477176833	-0.53553050268915	-0.523175933134018	-0.515927866721114	-0.52110450226129	-0.519494644943402	-0.527847328374281	-0.533336697756334	-0.527955965208504	-0.538662066357771	-0.531420987566276	-0.540786930605804	-0.558345865137977	-0.558806018066569	-0.544341175191496	-0.536241618234018	-0.550966465158358	-0.558903681045161	-0.555261894082698	-0.553482118625806	-0.546912586932258	-0.559067204099707	-0.532819305155425	-0.534024591042815	-0.543944870735484	-0.53231550584566	-0.526815823991202	-0.516288697308211	-0.529428587260704	-0.537281754359238	-0.535271999885044	-0.514384369414076	-0.511258642325161	-0.516444272592375	-0.562939744912903	-0.560503265531378	-0.55560520839871	-0.550081954592082	-0.550927758454751	-0.550309005031965	-0.567601932602053	-0.566991674419355	-0.562774446880059	-0.534749642067742	-0.529725754277126	-0.544716214041349	-0.519952835186803	-0.522557589447801	-0.533155580655806	-0.523228383690616	-0.511706677430909	-0.53691736717566	-0.547907968623167	-0.541985482351378	-0.535442630146334
"27"	"WALKING_DOWNSTAIRS"	5	-0.493633532760265	-0.5059133635	-0.517199165393245	-0.537044667932119	-0.525937339043046	-0.523170197185762	-0.513683949852649	-0.531911441243709	-0.531364601609934	-0.529389261977318	-0.533350016054967	-0.541546311400662	-0.512891491238411	-0.522406542836424	-0.529990880680132	-0.52423670485596	-0.521455585143709	-0.519269279525828	-0.5541846843	-0.554092796381126	-0.539076929160596	-0.543012396474503	-0.533440559048411	-0.542681937362583	-0.506179178365166	-0.500363174476159	-0.510585837525166	-0.504993761951656	-0.503540540382119	-0.503070917966887	-0.525033361894702	-0.54842710529106	-0.55575610240894	-0.536927574901656	-0.508024458264901	-0.521130581714901	-0.549519104547682	-0.54442706944351	-0.514018174748676	-0.523609439675993	-0.520081462038742	-0.511575525321192	-0.519460896166093	-0.507965328325464	-0.520059725663278	-0.527586315950728	-0.500029650860927	-0.523915927008278	-0.506287326727483	-0.512244469576159	-0.521049056305232	-0.520256396340066	-0.526517536319404	-0.519436307238179	-0.522497645268808	-0.525794858594768	-0.525458400799338	-0.534910931611589	-0.527792069437815	-0.531465529037086	-0.506791633575497	-0.493348366213907	-0.522235022265563	-0.52997732032053	-0.534049362307947	-0.534763534700331	-0.558911948041854	-0.493768492635762	-0.493411130242384	-0.546321197352649	-0.528674458831258	-0.505723450999338	-0.522762712213907	-0.513458351371788	-0.516457861096027	-0.505760859176821	-0.471956928410596	-0.473103237890066	-0.508245239632781
